0000012,Elegance Senado Granja,2015-12-02 00:00,US,1.77
0000012,Elegance Senado Granja,2015-12-02 07:00,CA,1.838
0000012,Elegance Senado Granja,2015-12-06 05:00,US,1.781
0000012,Elegance Senado Granja,2016-01-08 15:00,US,0.875
0000012,Elegance Senado Granja,2016-02-17 10:00,MX,1.412
0000012,Elegance Senado Granja,2016-02-27 23:00,US,1.489
0000012,Elegance Senado Granja,2016-04-19 22:00,MX,1.644
0000012,Elegance Senado Granja,2016-05-17 01:00,US,1.906
0000012,Elegance Senado Granja,2016-05-26 21:00,US,1.246
0000012,Elegance Senado Granja,2016-06-05 00:00,CA,1.627
0000012,Elegance Senado Granja,2016-06-21 20:00,CA,0.701
0000012,Elegance Senado Granja,2016-06-24 17:00,US,2.065
0000013,Merlin Village Apartments,2015-10-06 18:00,CA,1.532
0000013,Merlin Village Apartments,2016-01-13 16:00,MX,1.08
0000013,Merlin Village Apartments,2016-01-17 21:00,MX,1.506
0000013,Merlin Village Apartments,2016-01-31 13:00,CA,1.533
0000013,Merlin Village Apartments,2016-02-22 02:00,MX,1.555
0000013,Merlin Village Apartments,2016-05-02 20:00,CA,1.606
0000013,Merlin Village Apartments,2016-05-24 13:00,CA,1.992
0000013,Merlin Village Apartments,2016-05-25 11:00,US,1.425
0000013,Merlin Village Apartments,2016-07-22 11:00,MX,1.856
0000013,Merlin Village Apartments,2016-08-01 23:00,MX,1.563
0000014,Grand Suburbs Copacabana Apartments,2015-08-17 04:00,CA,1.453
0000014,Grand Suburbs Copacabana Apartments,2015-08-23 20:00,US,1.633
0000014,Grand Suburbs Copacabana Apartments,2015-10-09 19:00,MX,1.378
0000014,Grand Suburbs Copacabana Apartments,2015-10-14 21:00,CA,1.223
0000014,Grand Suburbs Copacabana Apartments,2016-01-16 12:00,MX,1.882
0000014,Grand Suburbs Copacabana Apartments,2016-01-24 01:00,MX,1.629
0000014,Grand Suburbs Copacabana Apartments,2016-02-06 18:00,US,2.006
0000014,Grand Suburbs Copacabana Apartments,2016-02-28 23:00,US,1.758
0000014,Grand Suburbs Copacabana Apartments,2016-02-28 23:00,CA,1.758
0000014,Grand Suburbs Copacabana Apartments,2016-03-18 16:00,CA,1.499
0000014,Grand Suburbs Copacabana Apartments,2016-03-20 02:00,MX,1.433
0000014,Grand Suburbs Copacabana Apartments,2016-05-05 03:00,MX,1.452
0000014,Grand Suburbs Copacabana Apartments,2016-06-09 12:00,US,1.46
0000014,Grand Suburbs Copacabana Apartments,2016-06-15 08:00,US,1.535
0000015,Sheraton Senado Asturias Motor Inn,2015-09-04 16:00,MX,1.556
0000015,Sheraton Senado Asturias Motor Inn,2015-10-25 18:00,MX,1.391
0000015,Sheraton Senado Asturias Motor Inn,2015-11-27 10:00,MX,1.594
0000015,Sheraton Senado Asturias Motor Inn,2015-12-19 15:00,MX,1.639
0000015,Sheraton Senado Asturias Motor Inn,2016-04-01 19:00,CA,0.718
0000015,Sheraton Senado Asturias Motor Inn,2016-04-24 12:00,CA,1.129
0000015,Sheraton Senado Asturias Motor Inn,2016-05-04 04:00,US,1.488
0000015,Sheraton Senado Asturias Motor Inn,2016-06-10 10:00,CA,1.14
0000016,Premier Down Town Hotel,2015-09-08 14:00,US,1.85
0000016,Premier Down Town Hotel,2015-10-02 15:00,US,1.578
0000016,Premier Down Town Hotel,2015-12-03 15:00,US,1.881
0000016,Premier Down Town Hotel,2016-03-18 14:00,CA,1.446
0000016,Premier Down Town Hotel,2016-03-25 19:00,MX,1.256
0000016,Premier Down Town Hotel,2016-04-02 06:00,MX,1.674
0000016,Premier Down Town Hotel,2016-05-08 00:00,CA,1.857
0000016,Premier Down Town Hotel,2016-06-06 14:00,US,0.987
0000016,Premier Down Town Hotel,2016-06-30 08:00,MX,1.641
0000017,Elegance Sun Sine Motor Inn,2015-09-08 01:00,MX,1.018
0000017,Elegance Sun Sine Motor Inn,2015-10-11 19:00,CA,1.608
0000017,Elegance Sun Sine Motor Inn,2015-10-23 04:00,US,1.826
0000017,Elegance Sun Sine Motor Inn,2016-01-23 23:00,US,1.883
0000017,Elegance Sun Sine Motor Inn,2016-01-25 06:00,US,1.538
0000017,Elegance Sun Sine Motor Inn,2016-02-17 13:00,US,1.592
0000017,Elegance Sun Sine Motor Inn,2016-04-14 09:00,MX,1.852
0000017,Elegance Sun Sine Motor Inn,2016-04-25 10:00,CA,1.558
0000017,Elegance Sun Sine Motor Inn,2016-05-29 05:00,MX,1.491
0000017,Elegance Sun Sine Motor Inn,2016-06-06 02:00,MX,1.436
0000017,Elegance Sun Sine Motor Inn,2016-06-07 10:00,US,1.995
0000017,Elegance Sun Sine Motor Inn,2016-06-16 07:00,CA,1.681
0000017,Elegance Sun Sine Motor Inn,2016-07-23 03:00,MX,1.708
0000018,Barra Tiny Motor Inn,2015-09-09 10:00,CA,1.745
0000018,Barra Tiny Motor Inn,2015-09-15 22:00,US,1.566
0000018,Barra Tiny Motor Inn,2015-11-04 10:00,CA,1.386
0000018,Barra Tiny Motor Inn,2015-12-21 14:00,CA,1.834
0000018,Barra Tiny Motor Inn,2016-01-19 07:00,MX,1.604
0000018,Barra Tiny Motor Inn,2016-02-01 20:00,MX,0.835
0000018,Barra Tiny Motor Inn,2016-04-07 09:00,MX,1.265
0000018,Barra Tiny Motor Inn,2016-04-10 04:00,US,1.318
0000018,Barra Tiny Motor Inn,2016-04-30 04:00,US,1.785
0000018,Barra Tiny Motor Inn,2016-04-30 22:00,US,1.521
0000018,Barra Tiny Motor Inn,2016-06-25 21:00,US,0.496
0000019,Mengo Vermont Apartments,2015-09-02 07:00,CA,1.843
0000019,Mengo Vermont Apartments,2015-10-23 03:00,CA,1.517
0000019,Mengo Vermont Apartments,2015-11-14 00:00,US,1.651
0000019,Mengo Vermont Apartments,2015-12-06 23:00,US,1.546
0000019,Mengo Vermont Apartments,2016-04-10 11:00,US,0.716
0000019,Mengo Vermont Apartments,2016-04-24 17:00,MX,1.157
0000019,Mengo Vermont Apartments,2016-05-20 08:00,US,1.128
0000019,Mengo Vermont Apartments,2016-06-18 06:00,CA,1.102
0000019,Mengo Vermont Apartments,2016-07-04 04:00,CA,1.64
0000019,Mengo Vermont Apartments,2016-07-23 13:00,CA,1.215
0000019,Mengo Vermont Apartments,2016-07-29 19:00,CA,1.769
0000020,Amanhecer Posada,2015-09-12 16:00,MX,1.75
0000020,Amanhecer Posada,2015-09-23 17:00,US,1.559
0000020,Amanhecer Posada,2015-10-01 01:00,CA,1.678
0000020,Amanhecer Posada,2015-12-04 03:00,CA,1.614
0000020,Amanhecer Posada,2015-12-17 06:00,US,1.551
0000020,Amanhecer Posada,2016-03-10 17:00,MX,1.907
0000020,Amanhecer Posada,2016-03-28 07:00,MX,0.506
0000020,Amanhecer Posada,2016-05-27 19:00,MX,1.814
0000020,Amanhecer Posada,2016-06-01 00:00,CA,1.762
0000021,River Side Plaza,2015-11-05 01:00,CA,1.6
0000021,River Side Plaza,2015-11-19 20:00,CA,0.993
0000021,River Side Plaza,2016-02-27 20:00,US,1.514
0000021,River Side Plaza,2016-03-19 21:00,CA,1.917
0000021,River Side Plaza,2016-04-23 03:00,MX,1.102
0000021,River Side Plaza,2016-07-26 18:00,US,1.373
0000022,Mengo Hotelo,2015-10-23 01:00,MX,1.671
0000022,Mengo Hotelo,2015-11-27 11:00,US,1.899
0000022,Mengo Hotelo,2016-02-16 09:00,CA,1.22
0000022,Mengo Hotelo,2016-03-25 22:00,CA,1.061
0000022,Mengo Hotelo,2016-06-21 02:00,CA,1.519
0000022,Mengo Hotelo,2016-07-01 16:00,CA,1.286
0000023,Tiny Suburbs Hotelo,2015-08-31 12:00,CA,1.872
0000023,Tiny Suburbs Hotelo,2015-11-15 22:00,MX,1.584
0000023,Tiny Suburbs Hotelo,2016-01-09 01:00,CA,1.472
0000023,Tiny Suburbs Hotelo,2016-01-19 03:00,MX,1.426
0000023,Tiny Suburbs Hotelo,2016-01-24 07:00,CA,1.653
0000023,Tiny Suburbs Hotelo,2016-01-31 07:00,MX,1.703
0000023,Tiny Suburbs Hotelo,2016-02-23 00:00,MX,1.932
0000023,Tiny Suburbs Hotelo,2016-03-25 15:00,CA,1.687
0000023,Tiny Suburbs Hotelo,2016-04-16 08:00,US,1.083
0000023,Tiny Suburbs Hotelo,2016-04-19 21:00,MX,1.516
0000023,Tiny Suburbs Hotelo,2016-05-07 21:00,MX,1.55
0000024,Merlin River Side Inn,2015-09-05 12:00,MX,1.68
0000024,Merlin River Side Inn,2015-09-18 21:00,CA,1.68
0000024,Merlin River Side Inn,2015-09-23 22:00,US,1.067
0000024,Merlin River Side Inn,2015-09-25 20:00,CA,0.553
0000024,Merlin River Side Inn,2015-11-20 10:00,MX,0.803
0000024,Merlin River Side Inn,2015-12-05 20:00,CA,1.612
0000024,Merlin River Side Inn,2016-01-11 09:00,MX,0.637
0000024,Merlin River Side Inn,2016-01-19 14:00,CA,0.889
0000024,Merlin River Side Inn,2016-01-25 05:00,CA,1.665
0000024,Merlin River Side Inn,2016-01-26 18:00,US,0.919
0000024,Merlin River Side Inn,2016-03-30 22:00,US,1.995
0000024,Merlin River Side Inn,2016-04-10 10:00,MX,1.067
0000024,Merlin River Side Inn,2016-04-23 07:00,US,1.749
0000024,Merlin River Side Inn,2016-05-31 04:00,US,1.939
0000024,Merlin River Side Inn,2016-06-27 06:00,CA,1.982
0000024,Merlin River Side Inn,2016-06-27 23:00,US,1.577
0000024,Merlin River Side Inn,2016-07-25 21:00,MX,2.065
0000025,Slaviero Premier Big River Granja,2015-10-23 20:00,US,1.339
0000025,Slaviero Premier Big River Granja,2015-11-25 13:00,MX,1.799
0000025,Slaviero Premier Big River Granja,2015-12-07 19:00,US,1.529
0000025,Slaviero Premier Big River Granja,2015-12-10 05:00,US,1.838
0000025,Slaviero Premier Big River Granja,2015-12-14 03:00,US,1.204
0000025,Slaviero Premier Big River Granja,2015-12-20 22:00,US,1.893
0000025,Slaviero Premier Big River Granja,2016-01-06 12:00,MX,1.511
0000025,Slaviero Premier Big River Granja,2016-02-08 05:00,MX,2.051
0000025,Slaviero Premier Big River Granja,2016-03-13 00:00,MX,1.331
0000025,Slaviero Premier Big River Granja,2016-06-06 07:00,US,0.894
0000025,Slaviero Premier Big River Granja,2016-07-26 05:00,US,1.657
0000026,Elegance Suburbs Motel,2015-08-13 06:00,MX,1.625
0000026,Elegance Suburbs Motel,2015-09-30 12:00,CA,1.81
0000026,Elegance Suburbs Motel,2015-11-18 14:00,US,1.578
0000026,Elegance Suburbs Motel,2015-12-28 22:00,US,1.884
0000026,Elegance Suburbs Motel,2016-01-11 16:00,US,1.728
0000026,Elegance Suburbs Motel,2016-01-18 19:00,US,1.674
0000026,Elegance Suburbs Motel,2016-01-22 17:00,CA,1.403
0000026,Elegance Suburbs Motel,2016-04-06 04:00,MX,1.224
0000026,Elegance Suburbs Motel,2016-04-06 22:00,US,1.676
0000027,Eas Side Elegance Casa,2015-10-28 13:00,US,1.809
0000027,Eas Side Elegance Casa,2015-11-07 10:00,MX,1.81
0000027,Eas Side Elegance Casa,2015-11-13 03:00,MX,0.896
0000027,Eas Side Elegance Casa,2016-03-08 16:00,MX,0.751
0000027,Eas Side Elegance Casa,2016-03-12 05:00,MX,1.236
0000027,Eas Side Elegance Casa,2016-03-15 10:00,CA,1.419
0000027,Eas Side Elegance Casa,2016-05-05 20:00,CA,1.434
0000027,Eas Side Elegance Casa,2016-05-21 11:00,MX,1.764
0000027,Eas Side Elegance Casa,2016-06-10 12:00,CA,1.744
0000027,Eas Side Elegance Casa,2016-07-21 13:00,MX,1.117
0000027,Eas Side Elegance Casa,2016-07-22 07:00,MX,1.601
0000028,Village Hotel,2015-08-10 14:00,CA,1.163
0000028,Village Hotel,2015-10-01 13:00,US,1.473
0000028,Village Hotel,2015-10-05 14:00,CA,0.463
0000028,Village Hotel,2015-11-19 08:00,CA,1.389
0000028,Village Hotel,2016-01-01 06:00,US,1.045
0000028,Village Hotel,2016-01-14 01:00,MX,1.702
0000028,Village Hotel,2016-02-14 22:00,MX,0.907
0000028,Village Hotel,2016-02-20 00:00,CA,0.876
0000028,Village Hotel,2016-03-15 09:00,US,1.736
0000028,Village Hotel,2016-04-07 14:00,CA,1.56
0000028,Village Hotel,2016-06-11 18:00,MX,1.814
0000028,Village Hotel,2016-06-14 03:00,US,1.521
0000028,Village Hotel,2016-07-02 18:00,CA,1.647
0000028,Village Hotel,2016-07-30 01:00,CA,1.612
0000029,Windsor Copacabana Sheraton Casino,2015-08-07 05:00,MX,1.708
0000029,Windsor Copacabana Sheraton Casino,2015-10-20 15:00,CA,1.433
0000029,Windsor Copacabana Sheraton Casino,2015-10-26 11:00,MX,1.569
0000029,Windsor Copacabana Sheraton Casino,2016-04-09 08:00,US,1.172
0000029,Windsor Copacabana Sheraton Casino,2016-04-17 23:00,MX,1.482
0000029,Windsor Copacabana Sheraton Casino,2016-05-30 07:00,US,0.697
0000029,Windsor Copacabana Sheraton Casino,2016-06-13 03:00,MX,1.661
0000029,Windsor Copacabana Sheraton Casino,2016-06-28 20:00,CA,1.831
0000030,Big River Spa,2015-08-19 01:00,MX,0.785
0000030,Big River Spa,2015-09-14 22:00,CA,1.662
0000030,Big River Spa,2015-10-14 19:00,US,1.968
0000030,Big River Spa,2015-12-24 04:00,US,1.77
0000030,Big River Spa,2015-12-28 16:00,MX,1.87
0000030,Big River Spa,2016-04-02 03:00,MX,1.11
0000030,Big River Spa,2016-04-18 07:00,CA,1.803
0000030,Big River Spa,2016-04-27 22:00,MX,1.716
0000030,Big River Spa,2016-07-05 23:00,US,0.901
0000030,Big River Spa,2016-08-04 04:00,MX,1.511
0000031,Majestic Upper Side Senado Spa,2015-09-12 07:00,US,0.522
0000031,Majestic Upper Side Senado Spa,2015-11-13 01:00,US,1.864
0000031,Majestic Upper Side Senado Spa,2015-12-28 03:00,MX,1.559
0000031,Majestic Upper Side Senado Spa,2016-04-26 09:00,CA,1.367
0000031,Majestic Upper Side Senado Spa,2016-06-01 21:00,US,1.839
0000031,Majestic Upper Side Senado Spa,2016-06-08 03:00,MX,1.226
0000031,Majestic Upper Side Senado Spa,2016-06-10 23:00,CA,1.688
0000031,Majestic Upper Side Senado Spa,2016-06-14 08:00,US,1.03
0000031,Majestic Upper Side Senado Spa,2016-07-09 07:00,US,1.426
0000032,River Side Mengo Granja,2015-08-07 21:00,US,1.638
0000032,River Side Mengo Granja,2015-10-15 00:00,MX,1.336
0000032,River Side Mengo Granja,2015-11-29 06:00,US,0.915
0000032,River Side Mengo Granja,2016-05-23 06:00,MX,1.905
0000033,Geronimo Vermont Spa,2015-08-26 20:00,CA,1.299
0000033,Geronimo Vermont Spa,2015-08-29 17:00,MX,0.591
0000033,Geronimo Vermont Spa,2015-09-25 18:00,MX,1.713
0000033,Geronimo Vermont Spa,2015-10-31 11:00,US,1.844
0000033,Geronimo Vermont Spa,2015-12-18 03:00,US,1.562
0000033,Geronimo Vermont Spa,2015-12-23 08:00,US,1.727
0000033,Geronimo Vermont Spa,2015-12-29 04:00,CA,1.89
0000033,Geronimo Vermont Spa,2016-03-03 23:00,MX,1.021
0000033,Geronimo Vermont Spa,2016-05-12 15:00,US,1.251
0000033,Geronimo Vermont Spa,2016-06-03 20:00,US,1.582
0000033,Geronimo Vermont Spa,2016-06-18 18:00,MX,1.929
0000034,Olinda City Posada,2015-08-12 14:00,CA,2.018
0000034,Olinda City Posada,2015-08-21 02:00,US,1.773
0000034,Olinda City Posada,2015-11-15 18:00,MX,1.797
0000034,Olinda City Posada,2015-11-19 09:00,CA,1.636
0000034,Olinda City Posada,2015-11-22 08:00,CA,1.134
0000034,Olinda City Posada,2015-12-28 12:00,CA,1.464
0000034,Olinda City Posada,2016-05-18 09:00,CA,1.454
0000034,Olinda City Posada,2016-05-26 00:00,CA,1.696
0000034,Olinda City Posada,2016-06-04 09:00,MX,1.514
0000035,Moon Light Merlin Tavern,2015-09-28 13:00,MX,1.478
0000035,Moon Light Merlin Tavern,2015-10-09 08:00,CA,1.041
0000035,Moon Light Merlin Tavern,2015-11-02 16:00,US,1.831
0000035,Moon Light Merlin Tavern,2016-01-02 17:00,US,1.824
0000035,Moon Light Merlin Tavern,2016-04-08 12:00,US,0.849
0000035,Moon Light Merlin Tavern,2016-05-31 22:00,CA,1.199
0000035,Moon Light Merlin Tavern,2016-06-21 06:00,CA,1.035
0000035,Moon Light Merlin Tavern,2016-06-22 08:00,US,1.676
0000035,Moon Light Merlin Tavern,2016-07-18 12:00,US,1.948
0000035,Moon Light Merlin Tavern,2016-07-22 15:00,US,1.912
0000036,Suburbs Casino,2015-08-08 19:00,CA,1.88
0000036,Suburbs Casino,2015-10-15 00:00,MX,1.521
0000036,Suburbs Casino,2015-12-06 20:00,US,1.427
0000036,Suburbs Casino,2016-04-26 01:00,CA,2.065
0000036,Suburbs Casino,2016-05-08 20:00,US,1.402
0000036,Suburbs Casino,2016-05-29 13:00,MX,1.679
0000036,Suburbs Casino,2016-05-31 11:00,CA,1.498
0000036,Suburbs Casino,2016-06-05 20:00,CA,1.184
0000036,Suburbs Casino,2016-07-04 02:00,CA,1.6
0000036,Suburbs Casino,2016-08-03 05:00,US,1.291
0000037,Vermont Spa,2015-10-27 11:00,MX,1.822
0000037,Vermont Spa,2015-11-21 04:00,US,1.127
0000037,Vermont Spa,2015-11-26 19:00,CA,1.295
0000037,Vermont Spa,2015-12-27 21:00,MX,1.622
0000037,Vermont Spa,2016-05-20 00:00,US,1.887
0000037,Vermont Spa,2016-05-24 06:00,US,1.247
0000037,Vermont Spa,2016-06-11 01:00,US,0.839
0000037,Vermont Spa,2016-06-16 01:00,US,1.594
0000037,Vermont Spa,2016-06-17 19:00,US,1.862
0000037,Vermont Spa,2016-07-13 00:00,US,0.796
0000037,Vermont Spa,2016-07-16 17:00,MX,1.36
0000038,Upper Side Highway Pestana Granja,2015-10-06 00:00,MX,0.823
0000038,Upper Side Highway Pestana Granja,2015-11-17 03:00,CA,1.646
0000038,Upper Side Highway Pestana Granja,2015-11-26 20:00,CA,0.917
0000038,Upper Side Highway Pestana Granja,2015-12-11 10:00,US,1.686
0000038,Upper Side Highway Pestana Granja,2016-03-28 18:00,MX,1.453
0000038,Upper Side Highway Pestana Granja,2016-04-24 07:00,US,2.019
0000038,Upper Side Highway Pestana Granja,2016-05-19 04:00,CA,1.074
0000038,Upper Side Highway Pestana Granja,2016-05-28 01:00,US,1.924
0000038,Upper Side Highway Pestana Granja,2016-06-13 19:00,MX,1.813
0000038,Upper Side Highway Pestana Granja,2016-07-01 11:00,US,0.891
0000039,Novelo Suburbs Boarding House,2015-09-05 17:00,MX,1.523
0000039,Novelo Suburbs Boarding House,2015-11-25 23:00,CA,1.577
0000039,Novelo Suburbs Boarding House,2015-12-22 04:00,MX,0.616
0000039,Novelo Suburbs Boarding House,2016-07-28 14:00,CA,1.566
0000040,Merlin Geronimo Granja,2015-10-10 21:00,MX,1.542
0000040,Merlin Geronimo Granja,2015-11-07 11:00,CA,2.011
0000040,Merlin Geronimo Granja,2015-11-12 14:00,MX,1.531
0000040,Merlin Geronimo Granja,2016-03-07 03:00,US,1.949
0000040,Merlin Geronimo Granja,2016-03-17 14:00,CA,1.411
0000040,Merlin Geronimo Granja,2016-05-11 15:00,US,1.926
